country_code,simulation_index,age_grp,ifr,iso3c,itz
TJK,65,4,0.0021618114927759134,TJK,Asia-Europe
TKM,65,4,9.279097919494882e-4,TKM,Asia-Europe
TUR,65,4,9.954494110498212e-4,TUR,Asia-Europe
UZB,65,4,2.9378738528854553e-4,UZB,Asia-Europe
YEM,65,4,0.0013753772891482933,YEM,Asia-Europe
AFG,66,4,0.0017336770903940613,AFG,Asia-Europe
ARE,66,4,0.0014331433040306717,ARE,Asia-Europe
ARM,66,4,2.04436611830229e-4,ARM,Asia-Europe
AZE,66,4,1.367196765552726e-4,AZE,Asia-Europe
BHR,66,4,8.686185922031918e-4,BHR,Asia-Europe
CYP,66,4,0.0014294190064363117,CYP,Asia-Europe
DJI,66,4,0.0018145993930023853,DJI,Asia-Europe
EGY,66,4,0.0010627481107609292,EGY,Asia-Europe
ERI,66,4,0.003751001717820297,ERI,Asia-Europe
GEO,66,4,6.943525236658675e-4,GEO,Asia-Europe
IRN,66,4,5.687211915760274e-4,IRN,Asia-Europe
IRQ,66,4,0.009222358459443244,IRQ,Asia-Europe
ISR,66,4,8.567666459079371e-4,ISR,Asia-Europe
JOR,66,4,7.575660057384308e-4,JOR,Asia-Europe
KAZ,66,4,4.1866266168373594e-4,KAZ,Asia-Europe
KGZ,66,4,1.765397050481908e-4,KGZ,Asia-Europe
KWT,66,4,0.0022234380700124215,KWT,Asia-Europe
LBN,66,4,0.07234185495756874,LBN,Asia-Europe
OMN,66,4,0.0011691626140455597,OMN,Asia-Europe
PAK,66,4,7.085998039099384e-4,PAK,Asia-Europe
PSE,66,4,4.740255767591289e-4,PSE,Asia-Europe
QAT,66,4,2.64371592122268e-4,QAT,Asia-Europe
RWA,66,4,0.0014173341232556272,RWA,Asia-Europe
SAU,66,4,0.0012276816573722942,SAU,Asia-Europe
SYR,66,4,5.859034564858094e-4,SYR,Asia-Europe
TJK,66,4,0.0020799167838186083,TJK,Asia-Europe
TKM,66,4,2.760987837560784e-4,TKM,Asia-Europe
TUR,66,4,7.240456143399187e-4,TUR,Asia-Europe
UZB,66,4,8.467352364213407e-4,UZB,Asia-Europe
YEM,66,4,0.002444934411150336,YEM,Asia-Europe
AFG,67,4,0.001785072482771153,AFG,Asia-Europe
ARE,67,4,7.030138935776641e-4,ARE,Asia-Europe
ARM,67,4,0.0016938036750678486,ARM,Asia-Europe
AZE,67,4,0.010610054733686898,AZE,Asia-Europe
BHR,67,4,6.366282855120252e-4,BHR,Asia-Europe
CYP,67,4,0.002168038582520061,CYP,Asia-Europe
DJI,67,4,0.0014180779883943915,DJI,Asia-Europe
EGY,67,4,0.0039405576907422515,EGY,Asia-Europe
ERI,67,4,0.0044605572971317935,ERI,Asia-Europe
GEO,67,4,0.0016144279929618433,GEO,Asia-Europe
IRN,67,4,3.6829764138736153e-4,IRN,Asia-Europe
IRQ,67,4,7.707255861310068e-4,IRQ,Asia-Europe
ISR,67,4,7.675764940542124e-4,ISR,Asia-Europe
JOR,67,4,8.39523404720941e-4,JOR,Asia-Europe
KAZ,67,4,0.00110427837722717,KAZ,Asia-Europe
KGZ,67,4,2.167871712342813e-4,KGZ,Asia-Europe
KWT,67,4,0.0013439129659449313,KWT,Asia-Europe
LBN,67,4,6.066833680437411e-4,LBN,Asia-Europe
OMN,67,4,0.003413333929000358,OMN,Asia-Europe
PAK,67,4,2.941691141171313e-4,PAK,Asia-Europe
PSE,67,4,0.0013603248647381218,PSE,Asia-Europe
QAT,67,4,6.539410375865482e-4,QAT,Asia-Europe
RWA,67,4,6.693296538508619e-4,RWA,Asia-Europe
SAU,67,4,0.0017476501375544753,SAU,Asia-Europe
SYR,67,4,7.166277298945445e-4,SYR,Asia-Europe
TJK,67,4,0.0019373451911067164,TJK,Asia-Europe
TKM,67,4,6.946472206660862e-4,TKM,Asia-Europe
TUR,67,4,0.0011476216250852346,TUR,Asia-Europe
UZB,67,4,6.665261678873215e-4,UZB,Asia-Europe
YEM,67,4,0.0014269059584604217,YEM,Asia-Europe
AFG,68,4,0.0011237411692932588,AFG,Asia-Europe
ARE,68,4,0.0011919387520832518,ARE,Asia-Europe
ARM,68,4,3.4813773964594333e-4,ARM,Asia-Europe
AZE,68,4,4.940408656167575e-5,AZE,Asia-Europe
BHR,68,4,3.546138374487346e-4,BHR,Asia-Europe
CYP,68,4,0.001239836574715324,CYP,Asia-Europe
DJI,68,4,9.135301726962725e-4,DJI,Asia-Europe
EGY,68,4,0.002009446464437774,EGY,Asia-Europe
ERI,68,4,0.0013758253126164382,ERI,Asia-Europe
GEO,68,4,3.621949701852333e-4,GEO,Asia-Europe
IRN,68,4,0.0013506312288882503,IRN,Asia-Europe
IRQ,68,4,5.275725170037979e-4,IRQ,Asia-Europe
ISR,68,4,6.772006785154982e-4,ISR,Asia-Europe
JOR,68,4,0.001285777344576402,JOR,Asia-Europe
KAZ,68,4,6.662087228256147e-4,KAZ,Asia-Europe
KGZ,68,4,2.642370115228378e-4,KGZ,Asia-Europe
KWT,68,4,0.002800261332962348,KWT,Asia-Europe
LBN,68,4,0.061041660991576686,LBN,Asia-Europe
OMN,68,4,0.002343961154551654,OMN,Asia-Europe
PAK,68,4,4.0686371912971355e-4,PAK,Asia-Europe
PSE,68,4,6.99482400651133e-4,PSE,Asia-Europe
QAT,68,4,3.7843858208023664e-4,QAT,Asia-Europe
RWA,68,4,0.0048022665122368,RWA,Asia-Europe
SAU,68,4,0.0012032396360445476,SAU,Asia-Europe
SYR,68,4,4.86185942381243e-4,SYR,Asia-Europe
TJK,68,4,7.71606598994125e-4,TJK,Asia-Europe
TKM,68,4,2.554511255750692e-4,TKM,Asia-Europe
TUR,68,4,5.156608780420722e-4,TUR,Asia-Europe
UZB,68,4,6.554280534975591e-4,UZB,Asia-Europe
YEM,68,4,0.0022447174143818797,YEM,Asia-Europe
AFG,69,4,0.0016894210384306742,AFG,Asia-Europe
ARE,69,4,0.0010095212137920897,ARE,Asia-Europe
ARM,69,4,0.0017843423614675058,ARM,Asia-Europe
AZE,69,4,8.65807688184907e-5,AZE,Asia-Europe
BHR,69,4,4.794776618896814e-4,BHR,Asia-Europe
CYP,69,4,9.213142950993454e-4,CYP,Asia-Europe
DJI,69,4,8.388260180755703e-4,DJI,Asia-Europe
EGY,69,4,0.004019722257698938,EGY,Asia-Europe
ERI,69,4,9.83528147553653e-4,ERI,Asia-Europe
GEO,69,4,0.0016649008028578821,GEO,Asia-Europe
IRN,69,4,0.0020509340369405074,IRN,Asia-Europe
IRQ,69,4,1.7413585475228548e-4,IRQ,Asia-Europe
ISR,69,4,6.654506581877228e-4,ISR,Asia-Europe
JOR,69,4,5.41287728345937e-4,JOR,Asia-Europe
KAZ,69,4,0.0010590630874426057,KAZ,Asia-Europe
KGZ,69,4,8.859276428289436e-5,KGZ,Asia-Europe
KWT,69,4,7.702789207868645e-4,KWT,Asia-Europe
LBN,69,4,1.2156006136287546e-4,LBN,Asia-Europe
OMN,69,4,0.0010983316578064707,OMN,Asia-Europe
PAK,69,4,3.523290864064609e-4,PAK,Asia-Europe
PSE,69,4,5.556793206964276e-4,PSE,Asia-Europe
QAT,69,4,1.7684369179895147e-4,QAT,Asia-Europe
RWA,69,4,0.0021995337822277943,RWA,Asia-Europe
SAU,69,4,0.001136483482505903,SAU,Asia-Europe
SYR,69,4,8.574278840630728e-4,SYR,Asia-Europe
TJK,69,4,0.0014446431321894551,TJK,Asia-Europe
TKM,69,4,4.2570644391831707e-4,TKM,Asia-Europe
TUR,69,4,5.260993120517157e-4,TUR,Asia-Europe
UZB,69,4,4.911095106127003e-4,UZB,Asia-Europe
YEM,69,4,0.0010533294524766549,YEM,Asia-Europe
AFG,70,4,0.0017528578495548657,AFG,Asia-Europe
ARE,70,4,4.44384710143816e-4,ARE,Asia-Europe
ARM,70,4,5.191013871929758e-4,ARM,Asia-Europe
AZE,70,4,5.901486478723524e-6,AZE,Asia-Europe
BHR,70,4,9.80775370612956e-4,BHR,Asia-Europe
CYP,70,4,4.3213527672371056e-4,CYP,Asia-Europe
DJI,70,4,0.001642868160602952,DJI,Asia-Europe
EGY,70,4,0.003407375461867067,EGY,Asia-Europe
ERI,70,4,9.567262078037047e-4,ERI,Asia-Europe
GEO,70,4,6.531968055743786e-4,GEO,Asia-Europe
IRN,70,4,0.0010106454761545146,IRN,Asia-Europe
IRQ,70,4,1.4195971017560085e-4,IRQ,Asia-Europe
ISR,70,4,8.372451872778809e-4,ISR,Asia-Europe
JOR,70,4,0.0012314547729912132,JOR,Asia-Europe
KAZ,70,4,7.07679722314113e-4,KAZ,Asia-Europe
KGZ,70,4,1.2279237987798965e-4,KGZ,Asia-Europe
KWT,70,4,9.894207419388467e-4,KWT,Asia-Europe
LBN,70,4,0.015764991210281184,LBN,Asia-Europe
OMN,70,4,9.657875074673205e-4,OMN,Asia-Europe
PAK,70,4,3.5960785326329456e-4,PAK,Asia-Europe
PSE,70,4,9.874132303773347e-4,PSE,Asia-Europe
QAT,70,4,3.262809446085369e-4,QAT,Asia-Europe
RWA,70,4,0.0020593413789313096,RWA,Asia-Europe
SAU,70,4,0.0017234611473868012,SAU,Asia-Europe
SYR,70,4,0.001273532933033168,SYR,Asia-Europe
TJK,70,4,0.0014291047140755774,TJK,Asia-Europe
TKM,70,4,5.74510883655334e-4,TKM,Asia-Europe
TUR,70,4,0.0015379495348431269,TUR,Asia-Europe
UZB,70,4,7.48672603635368e-4,UZB,Asia-Europe
YEM,70,4,0.0014995128106265654,YEM,Asia-Europe
AFG,71,4,0.0013440135475557028,AFG,Asia-Europe
ARE,71,4,9.74278757471656e-4,ARE,Asia-Europe
ARM,71,4,2.834914267321456e-4,ARM,Asia-Europe
AZE,71,4,3.064327566202616e-4,AZE,Asia-Europe
BHR,71,4,4.7736386936789697e-4,BHR,Asia-Europe
CYP,71,4,4.7405344392986465e-4,CYP,Asia-Europe
DJI,71,4,0.0010714375443149119,DJI,Asia-Europe
EGY,71,4,9.486919797942488e-4,EGY,Asia-Europe
ERI,71,4,0.0012792710443149651,ERI,Asia-Europe
GEO,71,4,4.784217409896601e-5,GEO,Asia-Europe
IRN,71,4,0.0011304260586929775,IRN,Asia-Europe
IRQ,71,4,0.29313518823146056,IRQ,Asia-Europe
ISR,71,4,7.750020929223818e-4,ISR,Asia-Europe
JOR,71,4,0.0014611114730348818,JOR,Asia-Europe
KAZ,71,4,8.298755872234456e-4,KAZ,Asia-Europe
KGZ,71,4,7.315413505454193e-5,KGZ,Asia-Europe
KWT,71,4,0.001511965298798915,KWT,Asia-Europe
LBN,71,4,2.428263892641035e-4,LBN,Asia-Europe
OMN,71,4,0.0020128747630953885,OMN,Asia-Europe
PAK,71,4,5.034259777617139e-4,PAK,Asia-Europe
PSE,71,4,5.470473840161105e-4,PSE,Asia-Europe
QAT,71,4,7.876328231039954e-4,QAT,Asia-Europe
RWA,71,4,0.0016614573303971474,RWA,Asia-Europe
SAU,71,4,0.00180228015316473,SAU,Asia-Europe
SYR,71,4,0.001120878145944021,SYR,Asia-Europe
TJK,71,4,4.6944062770540746e-4,TJK,Asia-Europe
TKM,71,4,1.3963173608770658e-4,TKM,Asia-Europe
TUR,71,4,9.723729867594739e-4,TUR,Asia-Europe
UZB,71,4,3.406834570900021e-4,UZB,Asia-Europe
YEM,71,4,0.001956447819620017,YEM,Asia-Europe
AFG,72,4,4.95085219270085e-4,AFG,Asia-Europe
ARE,72,4,0.0017560610843920358,ARE,Asia-Europe
ARM,72,4,0.0013097393714290148,ARM,Asia-Europe
AZE,72,4,2.6498252078232496e-4,AZE,Asia-Europe
BHR,72,4,6.968942346342763e-4,BHR,Asia-Europe
CYP,72,4,0.0011096466732788623,CYP,Asia-Europe
DJI,72,4,0.0013235248199049878,DJI,Asia-Europe
EGY,72,4,6.532537738885842e-4,EGY,Asia-Europe
ERI,72,4,0.0021016202036914836,ERI,Asia-Europe
GEO,72,4,0.001147180920566832,GEO,Asia-Europe
IRN,72,4,0.0014351544674303274,IRN,Asia-Europe
IRQ,72,4,1.656743361008572e-4,IRQ,Asia-Europe
ISR,72,4,5.331495421774878e-4,ISR,Asia-Europe
JOR,72,4,6.528977139344347e-4,JOR,Asia-Europe
KAZ,72,4,5.464725572799328e-4,KAZ,Asia-Europe
KGZ,72,4,5.228180375740061e-5,KGZ,Asia-Europe
KWT,72,4,0.0016073468365394605,KWT,Asia-Europe
LBN,72,4,8.452442451730627e-6,LBN,Asia-Europe
OMN,72,4,0.002152682332922043,OMN,Asia-Europe
PAK,72,4,6.63905269669791e-5,PAK,Asia-Europe
PSE,72,4,0.0022137688630772525,PSE,Asia-Europe
QAT,72,4,1.0966064176097987e-4,QAT,Asia-Europe
RWA,72,4,0.0026561720171692,RWA,Asia-Europe
SAU,72,4,0.002758926404716493,SAU,Asia-Europe
SYR,72,4,0.0010435188540677438,SYR,Asia-Europe
TJK,72,4,0.001206396281203863,TJK,Asia-Europe
TKM,72,4,6.704851991312108e-4,TKM,Asia-Europe
TUR,72,4,1.3171388200629639e-4,TUR,Asia-Europe
UZB,72,4,3.1231118126709445e-4,UZB,Asia-Europe
YEM,72,4,0.0024243195334734506,YEM,Asia-Europe
AFG,73,4,0.0010068606796870816,AFG,Asia-Europe
ARE,73,4,0.0011424418099126544,ARE,Asia-Europe
ARM,73,4,9.309290678269049e-4,ARM,Asia-Europe
AZE,73,4,0.31746860932831805,AZE,Asia-Europe
BHR,73,4,5.926502701250678e-4,BHR,Asia-Europe
CYP,73,4,4.4631155222015216e-4,CYP,Asia-Europe
DJI,73,4,0.0010531535728300456,DJI,Asia-Europe
EGY,73,4,0.001633960121403753,EGY,Asia-Europe
ERI,73,4,0.0013816847115455553,ERI,Asia-Europe
GEO,73,4,0.0013139005403003273,GEO,Asia-Europe
IRN,73,4,0.0013814782269456337,IRN,Asia-Europe
IRQ,73,4,0.005394169231253608,IRQ,Asia-Europe
ISR,73,4,9.592256183737842e-4,ISR,Asia-Europe
JOR,73,4,0.001347900326321265,JOR,Asia-Europe
KAZ,73,4,0.0011033222153577751,KAZ,Asia-Europe
KGZ,73,4,1.4643618035790415e-4,KGZ,Asia-Europe
KWT,73,4,0.0014066994151319164,KWT,Asia-Europe
LBN,73,4,0.017043846985155507,LBN,Asia-Europe
OMN,73,4,0.0012780933138476086,OMN,Asia-Europe
PAK,73,4,3.5307702551026456e-4,PAK,Asia-Europe
PSE,73,4,0.001891954607604127,PSE,Asia-Europe
QAT,73,4,2.4381844116172472e-4,QAT,Asia-Europe
RWA,73,4,0.0025267295200216196,RWA,Asia-Europe
SAU,73,4,0.002108096205995412,SAU,Asia-Europe
SYR,73,4,7.949795059662462e-4,SYR,Asia-Europe
TJK,73,4,0.0026057154363610035,TJK,Asia-Europe
TKM,73,4,3.7755570192843965e-4,TKM,Asia-Europe
TUR,73,4,0.0013967617714899872,TUR,Asia-Europe
UZB,73,4,5.020549877215259e-4,UZB,Asia-Europe
YEM,73,4,0.0022869246592661452,YEM,Asia-Europe
AFG,74,4,0.002409392129987612,AFG,Asia-Europe
ARE,74,4,0.0011886971739505118,ARE,Asia-Europe
ARM,74,4,6.337843909810691e-4,ARM,Asia-Europe
AZE,74,4,8.978902028058527e-5,AZE,Asia-Europe
BHR,74,4,3.9597182166263085e-4,BHR,Asia-Europe
CYP,74,4,9.223904454229268e-4,CYP,Asia-Europe
DJI,74,4,6.008757521085859e-4,DJI,Asia-Europe
EGY,74,4,0.001046378413141238,EGY,Asia-Europe
ERI,74,4,8.04921038135739e-4,ERI,Asia-Europe
GEO,74,4,0.0016992752221358656,GEO,Asia-Europe
IRN,74,4,0.0011932067685504414,IRN,Asia-Europe
IRQ,74,4,1.537987992196074e-4,IRQ,Asia-Europe
ISR,74,4,9.42466619879084e-4,ISR,Asia-Europe
JOR,74,4,0.0024905070626546886,JOR,Asia-Europe
KAZ,74,4,0.001149111082723009,KAZ,Asia-Europe
KGZ,74,4,1.5094697569694284e-4,KGZ,Asia-Europe
KWT,74,4,0.001472075399073666,KWT,Asia-Europe
LBN,74,4,4.7743918840579706e-4,LBN,Asia-Europe
OMN,74,4,6.42809206897538e-4,OMN,Asia-Europe
PAK,74,4,8.934117938008256e-4,PAK,Asia-Europe
PSE,74,4,0.0011032739234583876,PSE,Asia-Europe
QAT,74,4,5.161255422410443e-4,QAT,Asia-Europe
RWA,74,4,0.003633597561697845,RWA,Asia-Europe
SAU,74,4,0.001439659362655979,SAU,Asia-Europe
SYR,74,4,0.0014662766322901903,SYR,Asia-Europe
TJK,74,4,0.0013087364589775899,TJK,Asia-Europe
TKM,74,4,4.05882519970129e-4,TKM,Asia-Europe
TUR,74,4,0.0013032041446619036,TUR,Asia-Europe
UZB,74,4,3.9360861745105225e-4,UZB,Asia-Europe
YEM,74,4,0.0028903333517574926,YEM,Asia-Europe
AFG,75,4,0.0016550002609470019,AFG,Asia-Europe
ARE,75,4,9.343303152856505e-4,ARE,Asia-Europe
ARM,75,4,9.93467782327015e-4,ARM,Asia-Europe
AZE,75,4,3.757323900028508e-5,AZE,Asia-Europe
BHR,75,4,7.25113408824162e-4,BHR,Asia-Europe
CYP,75,4,3.5800971507202254e-4,CYP,Asia-Europe
DJI,75,4,0.0018910149139132284,DJI,Asia-Europe
EGY,75,4,0.0026343972799625225,EGY,Asia-Europe
ERI,75,4,0.002964806449197453,ERI,Asia-Europe
GEO,75,4,0.0021291804148054964,GEO,Asia-Europe
IRN,75,4,6.811249454192745e-4,IRN,Asia-Europe
IRQ,75,4,0.007568138134889629,IRQ,Asia-Europe
ISR,75,4,8.029672566171911e-4,ISR,Asia-Europe
JOR,75,4,7.947382370743545e-4,JOR,Asia-Europe
KAZ,75,4,9.207488242238706e-4,KAZ,Asia-Europe
KGZ,75,4,2.786781018397604e-4,KGZ,Asia-Europe
KWT,75,4,0.002214281639156844,KWT,Asia-Europe
LBN,75,4,1.70835729102366e-4,LBN,Asia-Europe
OMN,75,4,0.0014879593496088738,OMN,Asia-Europe
PAK,75,4,5.400220914452211e-4,PAK,Asia-Europe
PSE,75,4,6.953860809820348e-4,PSE,Asia-Europe
QAT,75,4,2.692303496043271e-4,QAT,Asia-Europe
RWA,75,4,0.001931933236263328,RWA,Asia-Europe
SAU,75,4,0.002466924336921185,SAU,Asia-Europe
SYR,75,4,7.507471912412681e-4,SYR,Asia-Europe
TJK,75,4,0.001809516184137343,TJK,Asia-Europe
TKM,75,4,4.0874764027545683e-4,TKM,Asia-Europe
TUR,75,4,5.297018819426935e-4,TUR,Asia-Europe
UZB,75,4,4.0549449832815766e-4,UZB,Asia-Europe
YEM,75,4,0.002878280200238774,YEM,Asia-Europe
AFG,76,4,0.0014958396116936715,AFG,Asia-Europe
ARE,76,4,7.41894870844981e-4,ARE,Asia-Europe
ARM,76,4,8.808790483141359e-4,ARM,Asia-Europe
AZE,76,4,0.047571404194868105,AZE,Asia-Europe
BHR,76,4,2.636941853810092e-4,BHR,Asia-Europe
CYP,76,4,3.934764987295068e-4,CYP,Asia-Europe
DJI,76,4,0.001647497922210569,DJI,Asia-Europe
EGY,76,4,0.002026494958372785,EGY,Asia-Europe
ERI,76,4,0.0020665515062882923,ERI,Asia-Europe
GEO,76,4,6.316596033002496e-4,GEO,Asia-Europe
IRN,76,4,0.0012535602270976754,IRN,Asia-Europe
IRQ,76,4,8.687693023703246e-5,IRQ,Asia-Europe
ISR,76,4,6.528415959319266e-4,ISR,Asia-Europe
JOR,76,4,0.0012428740045341204,JOR,Asia-Europe
KAZ,76,4,6.492076961174642e-4,KAZ,Asia-Europe
KGZ,76,4,3.621249936085924e-4,KGZ,Asia-Europe
KWT,76,4,0.0013449699869801117,KWT,Asia-Europe
LBN,76,4,7.681004396462297e-4,LBN,Asia-Europe
OMN,76,4,0.0023013125004974085,OMN,Asia-Europe
PAK,76,4,1.7591203216837958e-4,PAK,Asia-Europe
PSE,76,4,2.3118258284845306e-4,PSE,Asia-Europe
QAT,76,4,1.320361496872325e-4,QAT,Asia-Europe
RWA,76,4,0.0018834772899263535,RWA,Asia-Europe
SAU,76,4,0.0021873357376086386,SAU,Asia-Europe
SYR,76,4,0.0010529605490296264,SYR,Asia-Europe
TJK,76,4,0.002211379883731297,TJK,Asia-Europe
TKM,76,4,3.0984612654759365e-4,TKM,Asia-Europe
TUR,76,4,0.0012591531599843782,TUR,Asia-Europe
UZB,76,4,5.174723940980925e-4,UZB,Asia-Europe
YEM,76,4,0.0013879468664217368,YEM,Asia-Europe
AFG,77,4,0.0010007506970558882,AFG,Asia-Europe
ARE,77,4,9.059555485750376e-4,ARE,Asia-Europe
ARM,77,4,5.48625786961303e-4,ARM,Asia-Europe
AZE,77,4,0.011803645864786487,AZE,Asia-Europe
BHR,77,4,5.577986477777652e-5,BHR,Asia-Europe
CYP,77,4,2.642390016879594e-4,CYP,Asia-Europe
DJI,77,4,0.003727129947460742,DJI,Asia-Europe
EGY,77,4,0.0021995494616070723,EGY,Asia-Europe
ERI,77,4,0.001288406824531064,ERI,Asia-Europe
GEO,77,4,0.00243805087601654,GEO,Asia-Europe
IRN,77,4,0.0017402275981626503,IRN,Asia-Europe
IRQ,77,4,0.44667992041632043,IRQ,Asia-Europe
ISR,77,4,7.431875610746366e-4,ISR,Asia-Europe
JOR,77,4,3.4325645294582837e-4,JOR,Asia-Europe
KAZ,77,4,6.64251503535348e-4,KAZ,Asia-Europe
KGZ,77,4,1.4154202040721908e-4,KGZ,Asia-Europe
KWT,77,4,9.544396995298469e-4,KWT,Asia-Europe
LBN,77,4,0.0037888550998080588,LBN,Asia-Europe
OMN,77,4,0.002124629192140872,OMN,Asia-Europe
PAK,77,4,4.117196455259838e-4,PAK,Asia-Europe
PSE,77,4,0.0010704726341485133,PSE,Asia-Europe
QAT,77,4,1.9631974911399602e-4,QAT,Asia-Europe
RWA,77,4,0.0029178178783592842,RWA,Asia-Europe
SAU,77,4,0.0023479847040669822,SAU,Asia-Europe
SYR,77,4,7.698251755225434e-4,SYR,Asia-Europe
TJK,77,4,0.001531215522286879,TJK,Asia-Europe
TKM,77,4,0.0011652506844807686,TKM,Asia-Europe
TUR,77,4,7.665035531337044e-4,TUR,Asia-Europe
UZB,77,4,5.405752734468569e-4,UZB,Asia-Europe
YEM,77,4,0.0012196904710954394,YEM,Asia-Europe
AFG,78,4,0.003026974255202732,AFG,Asia-Europe
ARE,78,4,1.8399925165043008e-4,ARE,Asia-Europe
ARM,78,4,0.0011641877726278073,ARM,Asia-Europe
AZE,78,4,0.03242590791873708,AZE,Asia-Europe
BHR,78,4,3.2184567562855513e-4,BHR,Asia-Europe
CYP,78,4,4.615695463959448e-4,CYP,Asia-Europe
DJI,78,4,0.0013682539332463687,DJI,Asia-Europe
EGY,78,4,0.0011538267240226371,EGY,Asia-Europe
ERI,78,4,0.0021104087442172605,ERI,Asia-Europe
GEO,78,4,0.001321442072376507,GEO,Asia-Europe
IRN,78,4,0.0023427283309480347,IRN,Asia-Europe
IRQ,78,4,0.047243551187466246,IRQ,Asia-Europe
ISR,78,4,9.181392202544859e-4,ISR,Asia-Europe
JOR,78,4,0.001545165238257292,JOR,Asia-Europe
KAZ,78,4,9.196155750468496e-4,KAZ,Asia-Europe
KGZ,78,4,1.5538844578406497e-4,KGZ,Asia-Europe
KWT,78,4,0.001373152479466367,KWT,Asia-Europe
LBN,78,4,0.003646481516180802,LBN,Asia-Europe
OMN,78,4,0.0014247235996739226,OMN,Asia-Europe
PAK,78,4,2.8596462458930675e-4,PAK,Asia-Europe
PSE,78,4,9.24326544550911e-4,PSE,Asia-Europe
QAT,78,4,3.802092575205498e-4,QAT,Asia-Europe
RWA,78,4,0.00238936813407734,RWA,Asia-Europe
SAU,78,4,0.0011954388279224863,SAU,Asia-Europe
SYR,78,4,4.746521329111714e-4,SYR,Asia-Europe
TJK,78,4,0.0015447809348767831,TJK,Asia-Europe
TKM,78,4,8.401174419546922e-4,TKM,Asia-Europe
TUR,78,4,6.180134016603714e-4,TUR,Asia-Europe
UZB,78,4,3.006042511589189e-4,UZB,Asia-Europe
YEM,78,4,4.440134809353201e-4,YEM,Asia-Europe
AFG,79,4,0.002073225938004424,AFG,Asia-Europe
ARE,79,4,4.7208471558201937e-4,ARE,Asia-Europe
ARM,79,4,7.334462050333566e-4,ARM,Asia-Europe
AZE,79,4,6.788302741217229e-4,AZE,Asia-Europe
BHR,79,4,0.0010542029525995884,BHR,Asia-Europe
CYP,79,4,0.0020388172390285488,CYP,Asia-Europe
DJI,79,4,0.002342290693716126,DJI,Asia-Europe
EGY,79,4,0.0020581430434791236,EGY,Asia-Europe
ERI,79,4,0.0026114455285189534,ERI,Asia-Europe
GEO,79,4,7.615638991712243e-4,GEO,Asia-Europe
IRN,79,4,0.0015107500619747404,IRN,Asia-Europe
IRQ,79,4,2.2380400712683254e-4,IRQ,Asia-Europe
ISR,79,4,5.731639683766576e-4,ISR,Asia-Europe
JOR,79,4,0.0018230314786981457,JOR,Asia-Europe
KAZ,79,4,1.5446589713760157e-4,KAZ,Asia-Europe
KGZ,79,4,1.6148484266802516e-4,KGZ,Asia-Europe
KWT,79,4,0.0017715076042942915,KWT,Asia-Europe
LBN,79,4,1.2347445492776198e-4,LBN,Asia-Europe
OMN,79,4,0.0023395355696300977,OMN,Asia-Europe
PAK,79,4,6.526331634178968e-4,PAK,Asia-Europe
PSE,79,4,0.0021311460900563075,PSE,Asia-Europe
QAT,79,4,7.000513503062266e-5,QAT,Asia-Europe
RWA,79,4,4.374473102051931e-4,RWA,Asia-Europe
SAU,79,4,8.378443181954869e-4,SAU,Asia-Europe
SYR,79,4,7.151872543450578e-4,SYR,Asia-Europe
TJK,79,4,9.703464549345853e-4,TJK,Asia-Europe
TKM,79,4,2.3591736130709496e-4,TKM,Asia-Europe
TUR,79,4,7.197919666090643e-4,TUR,Asia-Europe
UZB,79,4,5.082416620297717e-4,UZB,Asia-Europe
YEM,79,4,0.0014222927936811032,YEM,Asia-Europe
AFG,80,4,8.576350991890547e-4,AFG,Asia-Europe
ARE,80,4,6.117611474602512e-4,ARE,Asia-Europe
ARM,80,4,2.740492038911581e-4,ARM,Asia-Europe
AZE,80,4,6.046056639365753e-4,AZE,Asia-Europe
BHR,80,4,1.2183331057560149e-4,BHR,Asia-Europe
CYP,80,4,0.0015228438356887685,CYP,Asia-Europe
DJI,80,4,0.0010625969691391778,DJI,Asia-Europe
EGY,80,4,0.003708595405072018,EGY,Asia-Europe
ERI,80,4,0.0010465221396665243,ERI,Asia-Europe
GEO,80,4,3.3034012017042367e-4,GEO,Asia-Europe
IRN,80,4,0.002540121213058923,IRN,Asia-Europe
IRQ,80,4,2.0697621432405275e-4,IRQ,Asia-Europe
ISR,80,4,8.058704238966764e-4,ISR,Asia-Europe
JOR,80,4,0.0010410206659700555,JOR,Asia-Europe
KAZ,80,4,7.471783092704563e-4,KAZ,Asia-Europe
KGZ,80,4,1.3878093660857027e-4,KGZ,Asia-Europe
KWT,80,4,0.001094165540935163,KWT,Asia-Europe
LBN,80,4,2.84806052765431e-4,LBN,Asia-Europe
OMN,80,4,0.0016353989477314985,OMN,Asia-Europe
PAK,80,4,2.8720499696946726e-4,PAK,Asia-Europe
PSE,80,4,4.2320396615147624e-4,PSE,Asia-Europe
QAT,80,4,2.5410406057854636e-4,QAT,Asia-Europe
RWA,80,4,0.001810975626123881,RWA,Asia-Europe
SAU,80,4,0.0013027944309739019,SAU,Asia-Europe
SYR,80,4,5.905655704139499e-4,SYR,Asia-Europe
TJK,80,4,8.330257470294261e-4,TJK,Asia-Europe
TKM,80,4,4.960146225621947e-4,TKM,Asia-Europe
TUR,80,4,5.956847962071268e-4,TUR,Asia-Europe
UZB,80,4,1.6516936758348405e-4,UZB,Asia-Europe
YEM,80,4,0.0026087792384988534,YEM,Asia-Europe
