exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback,init_ageing_date,init_nye,pushback_T
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB151109,INF_B,8174,11,09,0.5696846477802696,0.1036856510238335,66.46279216605242,4.8173308575595754e-4,6,28,NA,NA,FALSE
GBR,7,2016,FALSE,TRUE,TRUE,FALSE,2,GBRA161031,INF_A,9370,10,31,0.6053299345576454,0.08712574988682671,2257.4362693161784,0.0011638877277629354,6,98,NA,NA,FALSE
GBR,7,2016,FALSE,TRUE,TRUE,FALSE,2,GBRB161205,INF_B,3060,12,05,0.5856271284244899,0.09460111969545727,1945.8774668007595,5.182397766123318e-4,6,189,NA,NA,FALSE
GBR,8,2017,FALSE,FALSE,FALSE,TRUE,2,GBRA171002,INF_A,9462,10,02,0.5735446608482095,0.08879806580395973,865.9607268501036,0.003395538757071078,6,105,NA,NA,FALSE
GBR,8,2017,FALSE,FALSE,FALSE,TRUE,2,GBRB171002,INF_B,1705,10,02,0.626709961036599,0.08371828957741137,247.84025901645572,0.0022118569029632054,6,63,NA,NA,FALSE
GBR,9,2018,TRUE,TRUE,TRUE,TRUE,1,GBRA181015,INF_A,9432,10,15,0.71022730863414,0.08197250804440945,714.4263959883916,0.0037383495661244747,6,77,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRA190930,INF_A,9816,09,30,0.5920517370623509,0.09640579365510592,3077.612570579139,0.0024453105917262787,6,133,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRB190930,INF_B,2473,09,30,0.6321007395834637,0.08857786839679246,751.6213462646296,6.265728804631702e-4,6,133,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRA101122,INF_A,8951,11,22,0.6626409711992063,0.08103575589792911,5430.911926419997,4.439757330064425e-4,7,42,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRB101122,INF_B,4315,11,22,0.5338580617143847,0.0910646732211365,9193.981697938185,3.08007514924995e-4,7,84,NA,NA,FALSE
GBR,2,2011,FALSE,TRUE,TRUE,TRUE,1,GBRA111219,INF_A,8750,12,19,0.5953675604056391,0.07629962681791819,3139.2381504089767,3.132577507356955e-4,7,105,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRA121126,INF_A,974,11,26,0.6680779939206042,0.06514732897392315,4647.076836139129,9.786081375873744e-4,7,182,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRB121029,INF_B,4781,10,29,0.5721194177165875,0.07825449516123034,3061.7783421478957,6.239735780444216e-4,7,133,NA,NA,FALSE
GBR,4,2013,TRUE,TRUE,TRUE,TRUE,1,GBRA131209,INF_A,4087,12,09,0.6410603872763027,0.09097044255210635,2898.5220512592186,4.6077990461039904e-4,7,112,NA,NA,FALSE
GBR,5,2014,FALSE,FALSE,TRUE,TRUE,1,GBRA141201,INF_A,3040,12,01,0.575859992354105,0.09107791969572386,9572.960658861624,4.131080015406966e-4,7,119,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRA151123,INF_A,944,11,23,0.5949532110454643,0.09794664084350567,1884.5040259182645,0.0011691829665603887,7,98,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB150126,INF_B,4604,01,26,0.6681428214480106,0.07743252910225479,7059.672271855555,1.3570883903475772e-4,7,140,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB151109,INF_B,166,11,09,0.6903952840910099,0.08582728718386132,67.30489542780387,4.791079305709207e-4,7,28,NA,NA,FALSE
GBR,7,2016,FALSE,TRUE,TRUE,FALSE,2,GBRA161031,INF_A,191,10,31,0.632535020113324,0.08342274034891953,2208.934388656286,0.0011525150251914986,7,98,NA,NA,FALSE
GBR,7,2016,FALSE,TRUE,TRUE,FALSE,2,GBRB161205,INF_B,6316,12,05,0.6171972537020163,0.09007214018966661,1809.810814131206,4.7585741533088096e-4,7,175,NA,NA,FALSE
