country,country_code,vacc_program,year,age1,age2,age3,age4
Uzbekistan,UZB,3,2051,1181325.8269901995,2416909.8900922025,0,1440963.4053355951
Uzbekistan,UZB,3,2052,1200302.364889831,2469347.81876347,0,1474079.8869073773
Uzbekistan,UZB,3,2053,1198805.6128780837,2450061.9420879474,0,1471478.5834763763
Uzbekistan,UZB,3,2054,1206835.1097433635,2466945.7665032046,0,1486030.9519241105
Yemen,YEM,3,2025,2447027.7458504383,6850807.322818931,0,678172.6360462719
Yemen,YEM,3,2026,1322133.8939731144,2697198.231966175,0,454089.2369869566
Yemen,YEM,3,2027,1281265.912277285,2708932.4705998516,0,511857.1195226722
Yemen,YEM,3,2028,1284531.1762890944,2718706.2422219194,0,568342.4007935205
Yemen,YEM,3,2029,1291780.8601325974,2727482.1817633,0,623099.5108825479
Yemen,YEM,3,2030,1313338.7926116744,2776489.2764021847,0,682804.66736833
Yemen,YEM,3,2031,1315078.6347834154,2745044.1287179044,0,726816.7193533967
Yemen,YEM,3,2032,1328828.3358470786,2754907.7740913252,0,775600.9547582187
Yemen,YEM,3,2033,1344387.940543612,2765891.727195658,0,822456.5436744135
Yemen,YEM,3,2034,1361049.5251324514,2778201.1141028013,0,867452.1042653483
Yemen,YEM,3,2035,1378569.1006069942,2791970.0359579455,0,910679.8526770493
Yemen,YEM,3,2036,1408818.4733152827,2848743.605425667,0,962908.452843128
Yemen,YEM,3,2037,1416265.4532894427,2824130.470362918,0,992287.1577635591
Yemen,YEM,3,2038,1434905.7524153262,2842614.0845446656,0,1030735.4212306164
Yemen,YEM,3,2039,1454343.3569490537,2862626.571061241,0,1067807.6356954055
Yemen,YEM,3,2040,1474069.1797936903,2884132.899492497,0,1103590.0334822196
Yemen,YEM,3,2041,1506904.2778459883,2950034.4220331693,0,1151356.9782168854
Yemen,YEM,3,2042,1515023.055842969,2931428.240182452,0,1171717.7784277797
Yemen,YEM,3,2043,1534808.9317417785,2957172.0782746733,0,1204093.1190235708
Yemen,YEM,3,2044,1555243.089121979,2984182.848030638,0,1235521.0981284045
Yemen,YEM,3,2045,1575834.8140787384,3012394.3054092815,0,1266066.1611165535
Yemen,YEM,3,2046,1596568.070315926,3041756.55009298,0,1295796.7690974532
Yemen,YEM,3,2047,1631391.0182692201,3117607.611069496,0,1340446.9064668473
Yemen,YEM,3,2048,1639357.2850724438,3103725.2523962017,0,1353167.0886405415
Yemen,YEM,3,2049,1659914.2482675402,3136292.684887514,0,1380790.9765430524
Yemen,YEM,3,2050,1681147.0167311276,3169796.5145877907,0,1407863.7732075427
Yemen,YEM,3,2051,1702539.2228042993,3204189.1656620787,0,1434429.070411693
Yemen,YEM,3,2052,1738971.9068792334,3287297.9970381893,0,1477979.2199886327
Yemen,YEM,3,2053,1746771.5016998227,3275504.5509703383,0,1486331.918991946
Yemen,YEM,3,2054,1768018.739553813,3312434.9516906803,0,1511616.7594380886
Afghanistan,AFG,4,2025,3496776.123956668,8902269.55942881,0,746076.1843784213
Afghanistan,AFG,4,2026,1634860.1304104296,2542109.1273416397,0,426049.13303186913
Afghanistan,AFG,4,2027,1557148.7005358469,2572380.587869347,0,471228.0037874925
Afghanistan,AFG,4,2028,1570824.3832446157,2600322.198776755,0,516519.3348755279
Afghanistan,AFG,4,2029,1589555.2652811094,2626912.8076877124,0,561449.4937482032
Afghanistan,AFG,4,2030,1624857.2445300317,2695955.238116244,0,611773.0463611542
Afghanistan,AFG,4,2031,1637361.0755876862,2679437.960084699,0,649272.3481222175
Afghanistan,AFG,4,2032,1663701.1634802048,2706607.492130891,0,691718.5544020572
Afghanistan,AFG,4,2033,1692460.1172514965,2734873.51605224,0,733182.9247119842
Afghanistan,AFG,4,2034,1722722.9292585948,2764504.122458477,0,773649.5639725926
Afghanistan,AFG,4,2035,1754240.66743132,2795684.4861287116,0,813134.1946960363
Afghanistan,AFG,4,2036,1801202.333723607,2874270.2638280923,0,861253.4435830986
Afghanistan,AFG,4,2037,1821345.366513629,2863134.102221579,0,889446.4033119909
Afghanistan,AFG,4,2038,1854924.5198004083,2899573.4613180193,0,926174.4611748166
Afghanistan,AFG,4,2039,1889931.3922180377,2937803.7847936405,0,962120.9811708936
Afghanistan,AFG,4,2040,1925625.16046741,2977824.1579196607,0,997341.8039432638
Afghanistan,AFG,4,2041,1977712.2834478167,3068438.687278395,0,1043962.1512014995
Afghanistan,AFG,4,2042,2000007.7840627988,3063156.670583975,0,1066001.6724522626
Afghanistan,AFG,4,2043,2036712.0845313116,3108477.8612441495,0,1099348.4060913892
